Online boarding,Delay Ratio,Inflight wifi service,Class,Type of Travel,Inflight entertainment,Flight Distance,Seat comfort,Leg room service,On-board service,Cleanliness,Ease of Online booking,satisfaction
5,0.0,5,1,1,3,587.0,3,5,2,3,5,1
2,0.0,2,2,0,3,579.0,3,1,5,3,2,0
5,0.03565891472868217,1,0,0,5,644.0,5,5,5,4,1,1
5,0.0030659172202350538,2,0,0,4,1956.0,5,4,4,5,4,1
2,0.32894736842105265,1,2,0,1,189.0,1,3,1,1,4,0
4,0.0,4,1,1,3,1127.0,3,5,3,3,4,0
5,0.0010630758327427356,2,0,0,5,2821.0,5,1,1,5,5,1
4,0.007640067911714771,5,1,0,4,2355.0,4,5,4,4,5,1
1,0.061505832449628844,2,1,0,5,942.0,5,2,2,5,1,0
4,0.07986870897155361,4,1,0,5,456.0,5,2,1,5,4,0
4,0.0,4,1,0,4,427.0,4,1,2,4,4,0
5,0.041254125412541254,1,0,0,4,1514.0,5,4,4,4,1,1
5,0.0,3,1,1,2,290.0,5,3,2,3,3,0
4,0.04567699836867863,4,1,1,1,612.0,1,5,4,1,4,0
4,0.03195488721804511,3,1,1,5,531.0,4,3,5,4,3,0
4,0.0,5,0,0,5,192.0,4,5,5,4,5,1
4,0.06734913793103449,3,0,0,3,927.0,4,3,5,4,3,0
5,0.006186204763377668,3,0,0,5,3232.0,5,5,5,3,3,1
3,0.023668639053254437,3,0,0,3,337.0,4,3,3,2,4,0
1,0.0,4,0,0,5,2368.0,3,5,5,3,4,1
1,0.0,1,1,0,1,297.0,1,5,4,1,1,0
4,0.003201280512204882,1,0,0,1,2498.0,4,1,1,3,1,0
3,0.019417475728155338,1,1,1,3,102.0,4,1,3,2,1,0
4,0.0,4,1,0,4,231.0,4,4,4,4,4,0
5,0.0,5,1,1,3,919.0,4,4,3,4,4,1
0,0.051824212271973466,0,0,0,5,1205.0,5,3,3,5,0,1
5,0.0,5,0,0,2,762.0,2,5,4,2,5,1
2,0.09342301943198804,2,0,0,1,668.0,2,4,1,2,4,0
4,0.15671641791044777,2,1,1,4,334.0,5,2,4,3,2,0
4,0.0,2,0,0,4,581.0,4,4,4,3,2,1
4,0.0,3,0,0,3,130.0,4,4,3,4,3,1
5,0.0,0,0,0,3,2397.0,5,3,3,4,0,1
3,0.0,3,1,1,1,1814.0,1,5,3,1,3,0
5,0.0009332711152589828,2,0,0,3,2142.0,5,3,3,3,2,1
5,0.003057254030016676,4,0,0,4,3597.0,5,4,4,4,4,1
1,0.0,1,1,1,2,253.0,2,2,3,2,1,0
4,0.01676727028839705,5,0,0,4,3726.5,4,4,4,3,5,1
1,0.005601194921583271,1,2,0,4,2677.0,1,2,4,1,5,0
4,0.0,3,1,1,1,1671.0,1,5,2,1,4,0
4,0.0,2,1,1,4,1325.0,4,2,4,1,2,0
5,0.0,5,1,1,4,1522.0,4,2,4,4,5,1
4,0.024752475247524754,4,1,1,2,201.0,2,5,3,2,4,0
3,0.014388489208633094,2,0,0,2,3613.0,2,3,1,2,4,0
4,0.010330578512396695,1,2,1,2,483.0,5,5,2,1,5,0
2,0.01762114537444934,2,1,1,5,226.0,5,3,3,5,2,0
5,0.0,5,2,0,5,748.0,5,5,4,5,2,1
1,0.0,2,1,0,4,121.0,4,3,1,4,1,0
5,0.010914051841746248,3,0,0,4,2931.0,4,4,4,4,3,1
3,0.0,3,1,1,3,483.0,1,5,3,3,3,0
3,0.0028551034975017845,3,1,0,2,1400.0,2,2,4,2,3,0
4,0.005115089514066497,4,1,0,3,781.0,3,4,4,3,4,0
4,0.0,5,0,0,4,337.0,4,1,5,4,5,1
1,0.0,1,1,1,1,571.0,1,1,1,1,1,0
4,0.0,4,1,0,4,838.0,4,5,2,4,3,1
3,0.0,4,0,0,2,173.0,3,2,2,4,5,0
4,0.0,1,0,0,4,3644.0,4,4,4,5,1,1
3,0.059085841694537344,2,0,1,5,896.0,2,2,5,5,2,0
4,0.0023148148148148147,1,0,0,4,1727.0,5,4,4,4,1,1
2,0.0,4,1,0,4,447.0,2,4,4,1,3,1
5,0.044964028776978415,4,0,0,4,1389.0,5,4,4,3,4,1
5,0.0,2,0,0,5,2962.0,4,5,5,3,2,1
5,0.01002004008016032,1,0,0,4,1496.0,5,4,4,4,1,1
5,0.0,3,0,0,5,3436.0,4,5,5,3,3,1
2,0.0,2,1,0,1,402.0,1,3,4,1,2,0
4,0.00625,4,0,0,2,799.0,4,3,3,2,4,1
4,0.0,4,1,0,4,929.0,4,2,1,4,4,1
4,0.02524232633279483,5,0,0,5,2475.0,4,4,5,4,5,1
2,0.07352941176470588,2,1,0,2,849.0,2,3,4,2,2,0
0,0.0,0,1,0,3,101.0,3,1,4,3,0,1
3,0.0,2,0,0,3,140.0,3,3,3,2,3,0
2,0.0,2,1,1,4,135.0,4,1,1,4,2,0
3,0.0,4,1,0,3,262.0,3,3,1,3,3,1
3,0.11950286806883365,3,1,0,3,522.0,3,1,1,3,3,0
5,0.0,5,0,0,5,359.0,5,5,2,5,5,1
5,0.01676727028839705,4,0,0,1,3726.5,5,1,1,5,4,1
5,0.035430839002267574,5,0,0,3,1763.0,5,5,2,5,5,1
3,0.013011152416356878,4,1,0,5,537.0,5,5,4,5,3,0
5,0.0,2,0,0,2,3726.5,4,3,2,5,2,1
4,0.0,2,0,0,4,808.0,5,4,4,3,2,1
3,0.15441176470588236,3,1,1,1,271.0,3,3,1,4,3,0
2,0.0,2,0,0,5,387.0,3,1,2,5,2,0
2,0.0,2,1,1,4,257.0,4,1,1,4,2,0
3,0.04352941176470588,3,1,0,5,849.0,5,5,3,5,3,0
3,0.0,4,1,1,4,308.0,3,4,4,3,4,0
3,0.0,3,0,0,3,493.0,3,3,3,1,2,0
4,0.0,1,0,0,5,1096.0,5,5,5,3,1,1
2,0.0,2,1,1,3,192.0,3,3,5,3,2,0
4,0.07678132678132678,3,1,0,1,813.0,2,2,4,2,4,0
3,0.0,4,0,0,4,2805.0,3,4,4,3,4,0
3,0.08,3,1,0,5,374.0,5,4,4,5,3,0
1,0.0,1,1,1,3,247.0,3,3,5,3,1,0
3,0.0,3,1,1,4,1546.0,4,3,2,4,3,0
2,0.021897810218978103,2,2,1,3,273.0,3,2,4,3,2,0
1,0.018779342723004695,1,0,1,2,425.0,2,1,4,2,1,0
1,0.2398989898989899,1,1,1,1,197.0,1,2,5,1,1,0
5,0.0,5,1,0,5,1290.0,5,4,5,5,5,1
3,0.0,3,1,1,3,2174.0,3,1,2,3,3,0
4,0.07070135746606335,3,1,1,5,883.0,4,3,5,1,3,0
1,0.005035971223021582,2,0,0,1,1389.0,1,3,5,1,1,0
0,0.0,1,1,1,3,1773.0,3,5,4,3,0,0
1,0.0,1,1,1,5,2586.0,5,5,5,5,1,0
3,0.008771929824561403,2,1,1,2,683.0,4,2,2,3,2,0
3,0.010180995475113122,3,2,0,5,883.0,5,5,1,5,3,0
3,0.0,3,1,1,5,214.0,2,2,3,5,3,0
3,0.0,3,1,0,4,190.0,3,3,4,4,3,0
3,0.018036072144288578,2,1,1,2,1995.0,3,2,2,3,2,0
3,0.0,2,1,1,3,1055.0,3,3,3,3,3,0
5,0.0,2,0,1,2,1728.0,4,2,2,4,2,0
4,0.0,2,0,0,4,2255.0,5,4,4,4,2,1
1,0.05283178360101437,2,1,0,2,1182.0,4,3,2,4,2,0
4,0.0,2,0,0,4,3595.0,5,4,4,5,2,1
4,0.0,2,1,1,5,521.0,5,3,3,5,4,0
1,0.0,1,1,1,4,764.0,4,5,5,4,1,0
4,0.0,3,1,1,5,2454.0,4,3,4,4,3,0
5,0.005139186295503212,1,0,0,4,2334.0,4,4,4,3,1,1
3,0.0,3,0,0,4,838.0,4,5,4,4,3,0
5,0.0,4,0,0,4,1668.0,4,4,4,5,4,1
3,0.1165644171779141,3,1,0,3,325.0,4,1,1,3,5,0
4,0.0,4,0,0,3,526.0,3,5,3,3,4,1
3,0.016574585635359115,3,1,0,3,542.0,3,1,5,3,3,0
3,0.0,3,0,0,4,2077.0,4,3,5,4,3,0
5,0.005263157894736842,5,0,0,4,2089.0,5,5,4,4,5,1
5,0.012064965197215777,4,0,0,5,2154.0,5,4,5,4,1,1
4,0.0,4,0,0,5,237.0,5,5,5,5,4,1
1,0.04037467700258398,2,0,0,5,1547.0,4,3,4,5,1,0
5,0.06749460043196544,3,0,0,3,925.0,4,4,3,3,3,1
1,0.029242819843342035,1,0,0,1,1914.0,1,1,1,1,1,0
1,0.0,1,1,1,5,1097.0,5,3,3,5,1,0
2,0.0,1,0,0,4,2275.0,3,3,4,1,1,0
0,0.013114754098360656,0,2,1,1,304.0,1,4,3,1,0,1
3,0.005482918599746942,3,1,1,2,2370.0,2,5,5,2,3,0
3,0.0,2,1,0,3,588.0,3,2,4,3,3,0
3,0.0,3,1,1,1,280.0,1,2,4,1,3,0
5,0.0,5,1,0,3,813.0,3,3,3,3,5,1
2,0.2604166666666667,3,1,1,4,239.0,3,3,4,2,3,0
0,0.0032858707557502738,0,1,1,3,912.0,5,4,5,3,0,1
3,0.028142589118198873,3,0,0,3,532.0,3,3,2,3,3,0
3,0.2777777777777778,3,1,1,5,224.0,5,5,1,5,3,0
5,0.011597938144329897,3,0,0,2,775.0,4,2,2,5,3,1
4,0.0,4,1,0,5,1303.0,5,2,1,5,4,0
5,0.008258774948382657,5,0,0,5,1452.0,5,5,3,5,5,1
1,0.0011587485515643105,1,1,1,2,862.0,2,3,5,2,1,0
3,0.06390593047034765,3,1,1,2,977.0,2,2,3,2,3,0
3,0.079923273657289,3,0,0,4,781.0,4,2,4,4,3,0
4,0.0067226890756302525,3,2,1,1,594.0,4,3,1,2,3,0
5,0.08163265306122448,0,1,1,2,391.0,5,0,2,3,0,1
4,0.0,4,1,0,4,548.0,1,4,4,2,5,1
3,0.0,3,2,1,1,489.0,1,2,4,1,3,0
4,0.19607843137254902,4,0,0,1,305.0,1,5,5,1,4,0
4,0.0,2,0,0,2,89.0,3,2,2,4,3,0
2,0.0,3,0,0,3,2218.0,4,3,3,2,2,0
2,0.03203342618384401,3,1,1,5,717.0,2,3,5,5,3,0
4,0.0,3,1,0,3,812.0,4,3,3,3,3,0
4,0.004087193460490463,4,1,1,5,733.0,4,1,2,5,4,0
5,0.0064995357474466105,5,1,0,5,1076.0,4,2,3,5,2,1
5,0.0004306632213608958,2,0,0,4,2321.0,5,4,4,3,2,1
3,0.0,2,1,0,2,200.0,2,3,3,2,4,0
5,0.0,5,0,0,1,403.0,1,5,3,1,5,1
1,0.005988023952095809,1,1,1,5,500.0,5,3,3,5,1,0
2,0.017094017094017096,2,1,0,3,467.0,3,1,4,3,2,0
4,0.0,4,1,0,4,448.0,4,5,4,4,5,1
4,0.02945334590009425,3,0,0,5,2121.0,4,5,3,4,3,1
4,0.009950248756218905,4,2,1,4,602.0,4,3,4,4,4,0
1,0.17857142857142858,1,1,1,5,349.0,5,2,3,5,1,0
5,0.0,5,1,0,5,565.0,5,4,3,5,3,1
2,0.0010830324909747292,4,0,0,4,2769.0,2,4,4,1,4,0
5,0.0,4,0,0,5,3726.5,5,5,5,4,4,1
2,0.0,2,1,0,2,184.0,2,2,1,2,3,0
2,0.0,2,0,0,3,370.0,3,1,1,3,2,0
5,0.01676727028839705,3,0,0,2,3726.5,4,2,2,3,3,1
5,0.03968253968253968,5,2,0,5,125.0,5,1,1,5,4,1
1,0.0,1,1,1,3,391.0,4,5,4,3,1,0
5,0.1595744680851064,5,2,1,4,281.0,4,5,1,4,5,1
3,0.028864656831302116,5,1,1,1,1558.0,5,5,1,5,5,1
3,0.0,3,0,0,3,2253.0,4,3,3,3,1,0
4,0.0,1,0,0,3,3402.0,4,4,3,4,1,1
1,0.04331254331254331,1,1,0,2,1442.0,2,1,4,2,1,0
3,0.04277891854893908,2,0,0,2,1460.0,4,2,2,4,3,0
1,0.0,3,0,1,5,558.0,5,2,5,3,2,0
3,0.008948545861297539,5,1,0,4,2681.0,5,3,1,5,3,1
5,0.0,3,0,1,1,306.0,4,3,1,4,3,0
4,0.0,3,0,0,5,2323.0,4,5,5,4,3,1
2,0.1498800959232614,2,1,1,3,416.0,3,1,4,3,2,0
1,0.14434180138568128,1,1,1,5,432.0,5,1,1,5,1,0
5,0.012791991101223582,3,1,1,3,1797.0,2,3,3,5,3,0
5,0.0,5,1,1,3,391.0,3,5,3,3,5,1
5,0.026393581081081082,2,0,0,5,2367.0,5,5,5,3,2,1
3,0.004248744689069139,2,1,1,5,2588.0,4,3,3,4,2,0
2,0.0007861635220125787,2,0,0,5,2543.0,1,5,5,2,2,1
4,0.06135986733001658,2,1,1,2,602.0,3,2,2,4,2,0
2,0.031141868512110725,2,0,0,2,577.0,1,2,2,3,1,0
2,0.02328589909443726,2,1,0,2,772.0,2,3,3,2,2,0
4,0.0,4,0,0,1,125.0,1,4,3,1,4,1
3,0.0,3,1,0,5,903.0,5,1,1,5,3,0
2,0.0050621260929590425,3,1,1,3,2172.0,5,3,5,3,2,0
3,0.0,3,0,0,3,122.0,3,5,2,3,3,0
1,0.0,1,1,0,3,636.0,3,2,5,3,1,0
5,0.0,2,0,0,4,737.0,4,4,4,3,2,1
3,0.00043535045711797995,3,1,1,5,2296.0,5,3,4,5,3,0
4,0.0,3,0,0,4,1694.0,4,4,4,4,3,1
3,0.0,3,0,0,3,3726.5,3,5,1,3,4,0
3,0.0,4,0,1,4,645.0,4,5,4,1,5,0
3,0.0937031484257871,3,2,1,4,666.0,4,3,4,2,3,0
5,0.015483870967741935,3,0,0,4,1549.0,5,4,4,4,3,1
4,0.0012634238787113076,1,0,0,5,1582.0,1,5,5,5,1,1
5,0.0,3,1,1,1,235.0,4,3,1,5,3,0
4,0.07387706855791962,4,0,0,4,845.0,4,3,2,4,1,0
2,0.016296296296296295,3,0,0,3,674.0,1,3,3,3,3,0
4,0.0,2,0,0,3,409.0,4,4,3,3,3,1
4,0.03305785123966942,4,2,0,4,483.0,4,5,2,4,4,0
5,0.0,5,1,0,5,2717.0,5,3,4,5,1,1
2,0.03188405797101449,2,1,0,2,344.0,2,1,2,2,2,0
4,0.05570409982174688,1,1,1,4,1121.0,5,4,3,5,1,0
4,0.0,2,0,0,4,3598.0,5,4,4,3,4,1
3,0.0,3,1,1,2,1009.0,2,1,3,2,3,0
4,0.0,4,0,0,5,3726.5,4,5,5,3,4,1
4,0.06963249516441006,2,0,0,5,516.0,5,5,5,4,2,1
3,0.0,2,0,1,1,449.0,2,2,1,4,2,0
3,0.008522727272727272,3,1,1,2,351.0,2,4,4,2,3,0
4,0.005902192242833052,3,0,0,4,3557.0,5,4,4,3,3,1
2,0.0,2,1,1,5,789.0,1,5,3,5,2,0
5,0.0,5,0,0,4,845.0,4,4,4,5,5,1
3,0.0,1,0,0,1,554.0,2,1,1,4,1,0
1,0.0,1,1,1,4,1258.0,4,1,4,4,1,0
1,0.009345794392523364,1,2,1,1,748.0,1,5,1,1,1,0
1,0.0010362694300518134,1,1,1,3,964.0,3,3,5,3,1,0
2,0.09251101321585903,2,1,1,5,453.0,5,5,2,5,2,0
2,0.0036496350364963502,2,1,1,3,273.0,3,3,1,3,2,0
1,0.014814814814814815,1,0,0,5,404.0,5,2,3,5,1,0
5,0.0,4,0,0,5,728.0,5,5,3,5,2,1
4,0.0,3,0,0,4,1829.0,4,4,4,4,3,1
2,0.07242178447276941,2,0,1,3,862.0,1,5,4,3,2,0
4,0.021235521235521235,3,1,1,3,517.0,4,3,3,5,3,0
5,0.009296148738379814,5,1,0,1,752.0,5,3,2,1,5,1
4,0.0,3,0,0,4,1999.0,5,4,4,4,3,1
4,0.0399872040946897,4,0,0,4,1562.0,4,1,1,4,2,0
3,0.0,1,0,0,1,2717.0,4,1,1,3,2,0
3,0.0,3,1,1,3,817.0,3,4,3,3,3,0
3,0.05850091407678245,3,1,1,4,546.0,1,1,3,4,3,0
2,0.0,2,1,0,1,987.0,1,5,2,1,2,0
5,0.0,3,0,0,5,2604.0,5,1,1,5,3,1
1,0.06027000964320154,1,1,0,3,1036.0,1,3,3,1,1,0
3,0.0,3,2,0,3,201.0,3,3,4,3,3,0
4,0.0,4,1,0,2,964.0,2,4,2,2,4,1
2,0.041666666666666664,2,1,0,1,1499.0,1,1,2,1,5,1
1,0.0,1,1,1,5,173.0,5,5,5,5,1,0
5,0.0,3,1,1,2,337.0,5,3,2,3,3,0
5,0.0,5,0,0,4,3726.5,2,4,4,1,5,1
3,0.05221518987341772,3,1,1,5,631.0,5,4,4,5,3,0
2,0.005988023952095809,3,0,0,3,1836.0,3,3,3,2,3,0
0,0.0025906735751295338,0,1,0,3,771.0,3,3,5,3,0,1
2,0.02441860465116279,2,1,1,4,859.0,4,1,3,4,2,0
4,0.12777777777777777,4,1,0,2,359.0,2,3,1,2,4,0
3,0.001073105298457411,3,0,0,3,3726.5,3,2,1,3,2,0
4,0.0,2,1,0,3,909.0,3,2,3,3,5,0
4,0.06944444444444445,2,2,0,2,899.0,3,2,2,3,3,0
4,0.01765536723163842,0,0,0,3,3539.0,5,3,3,4,1,1
4,0.0,3,0,0,3,1222.0,3,5,2,3,2,0
3,0.0,3,1,0,5,927.0,3,1,3,5,3,0
3,0.004739336492890996,1,0,0,1,843.0,4,1,1,2,4,0
3,0.10333333333333333,2,0,0,2,299.0,4,2,2,4,2,0
0,0.0,3,2,1,3,110.0,1,3,1,3,0,0
5,0.005475166210402816,2,1,1,5,2556.0,5,5,5,5,2,0
1,0.02939497716894977,1,2,1,3,1751.0,3,2,1,3,1,0
4,0.05979643765903308,3,0,1,5,785.0,5,4,5,5,4,0
1,0.0003419972640218878,5,0,0,4,2923.0,1,4,4,1,5,1
4,0.0,4,2,1,2,345.0,4,4,2,5,4,0
4,0.00176522506619594,3,0,0,5,2265.0,4,5,5,5,3,1
4,0.0,3,0,0,5,1701.0,4,5,5,5,3,1
2,0.12112403100775193,2,1,0,4,515.0,4,3,3,4,2,0
3,0.03415300546448088,3,1,1,5,1829.0,5,3,3,5,3,0
1,0.040690104166666664,1,1,1,5,1535.0,1,5,2,5,1,0
2,0.0,3,1,0,3,1068.0,3,3,3,3,1,0
3,0.03908692933083177,3,0,0,4,1598.0,3,4,5,3,4,0
3,0.05583756345177665,3,1,1,5,196.0,5,4,4,5,3,0
4,0.0,4,0,0,4,584.0,4,1,1,4,4,1
5,0.018950437317784258,4,0,0,2,1371.0,5,2,2,3,4,1
4,0.12297734627831715,3,0,0,3,308.0,4,3,3,1,3,0
1,0.004634994206257242,1,1,1,4,862.0,5,5,4,4,1,0
4,0.005256241787122208,3,0,0,4,760.0,4,4,4,3,4,1
3,0.021512838306731435,3,0,0,3,1440.0,3,3,3,2,1,0
5,0.0,1,0,0,4,1721.0,5,5,4,4,1,1
1,0.0,1,1,0,3,762.0,3,5,2,3,1,0
4,0.0008892841262783459,2,0,0,3,2248.0,1,3,3,2,2,1
4,0.034340659340659344,1,0,0,4,1819.0,4,4,4,4,1,1
2,0.09594882729211088,2,1,0,2,468.0,2,2,1,2,4,0
3,0.0,3,1,1,2,1007.0,2,5,4,2,3,0
2,0.0029806259314456036,2,1,0,2,670.0,2,2,1,2,2,0
2,0.0,2,1,1,2,2556.0,2,4,3,2,2,0
4,0.0,4,1,1,2,501.0,4,4,2,4,4,0
5,0.10344827586206896,1,1,1,2,289.0,4,4,4,2,5,0
4,0.10869565217391304,2,1,1,4,574.0,5,2,4,5,2,0
4,0.007561436672967864,4,0,0,2,528.0,2,4,4,2,4,1
5,0.07611548556430446,5,1,1,4,761.0,4,4,3,4,5,1
4,0.00825082508250825,2,1,1,4,605.0,5,3,4,3,3,0
3,0.013853904282115869,5,1,0,5,793.0,3,5,5,4,5,1
5,0.0,2,1,1,1,261.0,5,2,1,3,2,0
5,0.0,5,1,0,5,2277.0,5,3,3,5,2,1
2,0.0016685205784204673,2,1,1,4,1797.0,4,4,3,4,2,0
5,0.20764119601328904,3,1,1,3,300.0,5,5,4,5,3,0
1,0.0,4,0,0,5,2155.0,2,5,5,4,4,1
3,0.0024691358024691358,3,1,1,3,404.0,3,2,1,3,3,0
1,0.0,0,0,0,2,3726.5,2,2,2,2,0,1
4,0.0,3,0,0,4,605.0,4,3,2,4,3,1
5,0.0,5,1,0,5,224.0,5,4,4,5,5,1
4,0.18436578171091444,1,1,0,2,338.0,4,1,2,1,0,0
2,0.0,2,1,0,4,160.0,4,1,4,4,2,0
4,0.0033195020746887966,4,0,0,5,3614.0,5,5,5,5,4,1
4,0.0019392372333548805,2,1,1,3,1546.0,4,2,3,4,2,0
5,0.0009363295880149813,3,0,0,5,2135.0,5,5,5,4,5,1
4,0.02376425855513308,2,0,0,4,2629.0,5,4,4,4,2,1
4,0.0,4,1,1,2,661.0,2,3,3,2,4,1
2,0.0,2,1,1,3,125.0,4,2,3,1,2,0
4,0.0,5,0,0,5,3726.5,5,2,1,5,5,1
1,0.0,3,1,1,3,544.0,2,3,4,3,1,0
3,0.0,2,1,1,3,542.0,3,4,5,3,3,0
5,0.0,4,0,0,4,872.0,4,4,4,4,4,1
3,0.0,4,0,0,4,1703.0,5,5,4,3,4,1
2,0.1865671641791045,2,1,1,5,334.0,2,5,2,2,2,0
5,0.0,5,1,0,5,347.0,5,5,2,5,2,1
4,0.0013540961408259986,4,1,0,4,1476.0,4,3,4,4,4,1
3,0.0,2,1,1,3,1773.0,5,2,3,3,2,0
4,0.005917159763313609,4,1,0,4,337.0,4,5,3,4,3,0
3,0.011282437006393382,1,0,0,4,2658.0,4,4,4,4,1,1
4,0.0004073319755600815,4,0,0,4,2454.0,4,3,5,4,4,1
5,0.01017293997965412,3,0,0,4,2948.0,4,4,4,5,3,1
4,0.034394904458598725,4,1,1,1,784.0,1,3,5,1,4,0
5,0.0,4,0,0,4,2153.0,5,4,4,5,4,1
4,0.0,2,0,0,2,3108.0,3,2,2,4,1,0
2,0.04024767801857585,2,1,0,1,322.0,1,5,1,1,2,0
5,0.02782724844167409,2,0,0,5,2245.0,5,5,5,5,3,1
2,0.05841121495327103,1,0,0,4,1069.0,2,3,1,2,1,0
3,0.0,3,1,0,3,474.0,3,4,3,3,3,0
3,0.0,3,1,1,2,285.0,2,2,5,2,3,0
4,0.02878857669276831,1,0,0,2,2170.0,5,2,2,5,1,1
2,0.26371308016877637,2,1,1,2,236.0,2,4,5,2,2,0
3,0.08280254777070063,4,0,0,3,627.0,2,3,3,2,4,1
4,0.021463414634146343,4,1,0,4,1024.0,4,2,2,4,2,1
3,0.0,3,1,1,2,101.0,3,4,3,2,3,0
4,0.055865921787709494,4,1,0,3,357.0,3,1,3,3,4,0
5,0.013897280966767372,4,0,0,5,3309.0,5,2,5,5,4,1
4,0.0,3,1,0,3,414.0,3,3,3,3,2,0
2,0.0,2,1,0,3,679.0,4,2,2,3,2,0
1,0.03305129561078794,2,0,0,2,1890.0,2,5,2,2,3,0
4,0.01850780798149219,3,1,1,5,1728.0,5,3,5,2,3,0
1,0.0,3,2,0,4,152.0,2,3,4,1,4,1
0,0.0,1,1,1,2,134.0,1,3,1,2,0,0
2,0.014308426073131956,2,0,0,2,628.0,2,1,1,2,5,0
4,0.0,4,0,0,5,502.0,4,2,5,5,4,0
4,0.0,4,0,0,5,214.0,5,4,5,5,4,0
3,0.0,3,1,1,1,833.0,1,1,1,1,3,0
2,0.0251414204902577,1,0,0,1,1590.0,3,1,1,1,4,0
4,0.020161290322580645,2,0,0,4,1735.0,4,4,4,3,2,1
5,0.007069408740359897,3,0,0,5,1555.0,5,5,5,5,3,1
3,0.029850746268656716,1,0,0,1,602.0,4,1,1,2,2,0
3,0.0026845637583892616,3,1,1,2,744.0,2,4,5,2,3,0
1,0.0,2,2,0,2,95.0,4,2,2,5,2,1
4,0.002806361085126286,4,0,0,2,3206.0,5,2,2,4,4,1
2,0.0,2,1,0,1,488.0,1,2,3,1,2,0
5,0.0004268032437046522,1,0,0,4,2342.0,4,5,4,4,1,1
3,0.0,5,1,1,3,809.0,2,5,3,1,5,1
5,0.009259259259259259,5,0,0,5,323.0,5,5,5,4,5,1
3,0.0,3,1,0,3,109.0,3,4,3,3,3,0
5,0.0,3,0,0,5,951.0,5,5,5,5,3,1
3,0.026238455079764904,3,1,1,1,2381.0,3,2,1,4,2,0
3,0.06478405315614617,3,0,0,3,601.0,4,3,3,2,2,0
5,0.023166023166023165,1,0,0,3,1553.0,4,3,3,4,1,1
4,0.0,4,1,0,4,718.0,4,1,1,4,5,1
1,0.0,1,2,0,1,762.0,1,1,3,1,2,0
0,0.037900874635568516,1,1,1,5,685.0,5,3,3,5,0,0
5,0.02176183844011142,3,0,0,3,2871.0,5,4,5,5,3,1
3,0.0,4,0,0,4,2561.0,3,4,4,3,5,0
3,0.0,5,0,0,4,160.0,5,4,4,1,5,1
3,0.036036036036036036,3,1,1,4,221.0,3,3,4,2,3,0
5,0.0,4,0,0,5,522.0,5,2,5,5,4,1
5,0.005671077504725898,2,0,0,4,528.0,5,4,4,4,2,1
5,0.002720348204570185,2,0,0,4,1837.0,4,4,4,4,2,1
3,0.0,4,0,0,3,644.0,3,5,3,3,3,1
2,0.0,2,0,0,2,2798.0,2,2,3,2,3,0
4,0.011933174224343675,4,2,1,1,837.0,1,4,4,1,4,0
4,0.0,2,1,1,3,391.0,4,2,3,4,2,0
4,0.016919328641039524,5,0,0,5,3693.0,5,5,5,3,5,1
2,0.0748502994011976,2,1,1,4,834.0,2,4,5,2,2,0
4,0.03587443946188341,2,0,0,5,668.0,5,5,5,5,2,1
2,0.15625,3,0,0,4,399.0,3,4,4,2,3,1
5,0.0,5,0,0,4,3726.5,4,4,4,3,5,1
1,0.0,1,2,0,1,883.0,1,2,3,1,1,0
3,0.124750499001996,2,1,1,3,500.0,3,4,3,3,2,0
2,0.0,3,1,1,2,1489.0,2,3,2,2,2,0
2,0.4722222222222222,2,1,0,5,125.0,5,4,4,5,2,0
4,0.01,4,2,0,4,399.0,4,1,4,4,1,1
4,0.08979885057471264,4,2,0,4,695.0,4,1,3,4,3,1
3,0.0,3,1,1,4,868.0,4,3,4,4,3,0
4,0.030303030303030304,4,0,0,2,1121.0,4,2,4,2,4,1
2,0.1859504132231405,2,0,0,3,241.0,4,2,1,3,2,0
3,0.0,3,1,1,3,89.0,3,4,4,3,3,0
4,0.0,4,0,0,5,2586.0,4,4,3,4,4,1
4,0.10434056761268781,3,0,1,2,598.0,5,2,2,4,2,0
4,0.0,5,0,0,3,1877.0,4,3,3,3,5,1
2,0.00644468313641246,3,0,0,3,3723.0,1,3,3,1,2,0
2,0.05728689275893675,1,1,1,4,1090.0,1,3,4,4,2,0
2,0.013812154696132596,2,1,0,4,361.0,4,3,3,4,2,0
4,0.0,3,0,0,4,223.0,4,4,4,3,4,1
3,0.0005494505494505495,1,0,0,4,3639.0,1,4,4,2,4,1
0,0.0,0,0,0,4,570.0,4,4,3,4,0,1
2,0.0,3,1,1,2,383.0,3,4,1,2,2,0
4,0.04212454212454213,2,0,0,5,545.0,4,5,5,3,2,1
3,0.0,3,1,0,3,1175.0,3,4,3,3,2,0
1,0.006211180124223602,5,1,1,1,321.0,1,2,1,1,1,1
3,0.019678841309823676,3,0,0,2,3175.0,2,5,1,2,3,1
5,0.015410958904109588,1,0,0,4,583.0,5,4,4,4,1,1
4,0.07250580046403712,5,0,0,1,861.0,5,2,1,5,5,1
3,0.024539877300613498,3,1,0,3,325.0,3,5,2,3,4,0
2,0.013601586851799376,2,0,0,2,3528.0,3,2,2,3,5,0
1,0.03761348897535668,2,2,0,2,770.0,2,5,2,2,1,0
3,0.03891656288916563,5,0,0,3,1605.0,3,3,5,3,5,1
4,0.012495406100698273,2,0,0,5,2720.0,4,5,5,3,2,1
2,0.0,2,1,0,2,352.0,2,2,4,2,2,0
5,0.0,0,0,0,3,1632.0,4,3,3,3,0,1
